"","Details","MRP_Rs","SellPrice_Rs","Discount_Percent","SellingDate","Quantity"
"16022","printed zari linen festive wear womens regular saree - pink",4500,2025,55,2022-06-10,8
"16023","solid zari silk blend festive wear womens regular saree - red",4999,2999,40,2022-09-09,9
"16024","structured zari silk festive wear womens regular saree - blue",6500,3250,50,2022-10-15,9
"16025","floral zari linen festive wear womens regular saree - white",3475,1911,45,2022-06-30,8
"16026","structured zari silk blend festive wear womens regular saree - grey",5500,2750,50,2022-09-12,9
"16027","structured zari silk blend festive wear womens regular saree - pink",5700,2565,55,2022-06-05,8
"16028","geometric zari silk blend festive wear womens regular saree - brown",5500,2475,55,2022-09-06,9
"16029","solid zari silk blend festive wear womens regular saree - green",4999,2999,40,2022-10-01,7
"16030","mandarin collar womens kurta - yellow",2699,1079,60,2022-06-05,7
"16031","floral zari cotton blend festive wear womens regular saree - cream",4747,2136,55,2022-10-23,7
"16032","stripes zari linen festive wear womens regular saree - blue",5500,2200,60,2022-09-04,8
"16033","floral zari silk blend festive wear womens regular saree - purple",4599,2299,50,2022-09-21,9
"16034","polka dots zari silk blend festive wear womens regular saree - blue",5500,2475,55,2022-08-11,7
"16035","structured zari silk blend festive wear womens regular saree - green",5900,2655,55,2022-09-25,7
"16036","stripes zari linen festive wear womens regular saree - blue",3475,1911,45,2022-08-26,7
"16037","checks zari silk blend festive wear womens regular saree - black",4799,2399,50,2022-09-10,7
"16038","geometric zari net festive wear womens regular saree - pink",1998,1398,30,2022-06-21,7
"16039","floral zari silk blend festive wear womens regular saree - navy",4599,2069,55,2022-09-03,8
"16040","solid zari linen festive wear womens regular saree - white",3475,1911,45,2022-06-09,9
"16041","solid zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-10-06,8
"16042","floral zari linen festive wear womens regular saree - blue",3475,1911,45,2022-07-01,9
"16043","checks zari linen festive wear womens regular saree - green",3475,1563,55,2022-07-05,8
"16044","mandarin collar cotton womens ethnic set - blue",4099,1639,60,2022-10-29,8
"16045","solid zari silk blend festive wear womens regular saree - grey",4599,2069,55,2022-09-29,9
"16046","structured zari silk blend festive wear womens regular saree - pink",4799,2399,50,2022-06-06,7
"16047","structured zari linen festive wear womens regular saree - orange",3675,2021,45,2022-11-11,8
"16048","embellished zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-09-06,8
"16049","floral zari net festive wear womens regular saree - cream",3950,2172,45,2022-11-10,9
"16050","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-06-08,8
"16051","geometric zari cotton blend festive wear womens regular saree - blue",4545,2272,50,2022-06-05,8
"16052","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-06-05,8
"16053","solid zari linen festive wear womens regular saree - multi",4500,2025,55,2022-08-01,8
"16054","floral zari silk blend festive wear womens regular saree - blue",3995,2397,40,2022-07-22,9
"16055","structured zari silk blend festive wear womens regular saree - yellow",4799,2159,55,2022-07-07,9
"16056","solid zari silk blend festive wear womens regular saree - purple",5500,2475,55,2022-10-18,9
"16057","solid zari linen festive wear womens regular saree - orange",3475,1911,45,2022-08-15,8
"16058","solid zari linen festive wear womens regular saree - blue",3475,1737,50,2022-10-15,8
"16059","solid zari cotton blend festive wear womens regular saree - orange",4545,2272,50,2022-11-05,7
"16060","structured zari silk blend festive wear womens regular saree - lime green",4799,2159,55,2022-10-12,7
"16061","structured zari silk blend festive wear womens regular saree - orange",5500,2475,55,2022-08-11,7
"16062","structured zari silk blend festive wear womens regular saree - purple mix",4775,2387,50,2022-10-18,9
"16063","floral zari silk blend festive wear womens regular saree - burgundy",4599,2069,55,2022-07-11,8
"16064","checks zari linen festive wear womens regular saree - multi",3475,1563,55,2022-10-02,8
"16065","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-06-17,8
"16066","structured zari linen festive wear womens regular saree - black",3475,1737,50,2022-10-21,9
"16067","printed zari silk blend festive wear womens regular saree - pink",3475,1563,55,2022-08-10,8
"16068","solid zari linen festive wear womens regular saree - khaki",4500,2025,55,2022-08-22,7
"16069","stripes zari linen festive wear womens regular saree - multi",3675,2021,45,2022-07-11,7
"16070","solid zari silk blend festive wear womens regular saree - pink",3500,1925,45,2022-10-10,9
"16071","floral zari cotton blend festive wear womens regular saree - pink",4747,2136,55,2022-07-06,8
"16072","geometric zari silk blend festive wear womens regular saree - green",4799,2159,55,2022-11-03,9
"16073","floral zari cotton blend festive wear womens regular saree - white",4545,2272,50,2022-08-08,7
"16074","floral zari cotton blend festive wear womens regular saree - white",4799,2159,55,2022-06-09,7
"16075","structured zari silk blend festive wear womens regular saree - wine",4799,2399,50,2022-07-19,7
"16076","solid zari linen festive wear womens regular saree - white",3475,1737,50,2022-09-18,7
"16077","solid zari linen festive wear womens regular saree - orange",1995,1396,30,2022-08-28,9
"16078","solid zari silk blend festive wear womens regular saree - black",5500,2475,55,2022-09-16,8
"16079","stripes zari linen festive wear womens regular saree - blue",3475,1911,45,2022-06-17,7
"16080","solid zari cotton blend festive wear womens regular saree - maroon",4545,2272,50,2022-06-12,7
"16081","printed zari linen festive wear womens regular saree - blue",5500,2200,60,2022-07-11,9
"16082","floral zari chiffon festive wear womens regular saree - pink",3675,2021,45,2022-11-13,8
"16083","structured zari linen festive wear womens regular saree - pink",5500,2200,60,2022-09-28,8
"16084","solid zari silk blend festive wear womens regular saree - cream",4599,2069,55,2022-07-10,8
"16085","polka dots zari silk blend festive wear womens regular saree - pink",5500,2475,55,2022-09-12,7
"16086","structured zari silk blend festive wear womens regular saree - blue",4799,2159,55,2022-08-08,7
"16087","floral zari cotton blend festive wear womens regular saree - orange",4545,2272,50,2022-10-24,9
"16088","printed zari linen festive wear womens regular saree - orange",5500,2200,60,2022-06-25,9
"16089","floral zari silk festive wear womens regular saree - white",3500,1925,45,2022-08-28,9
"16090","structured zari silk blend festive wear womens regular saree - wine",4799,2159,55,2022-11-02,9
"16091","solid zari linen festive wear womens regular saree - orange",3475,1563,55,2022-06-02,8
"16092","geometric zari linen festive wear womens regular saree - blue",5500,2475,55,2022-07-17,8
"16093","structured zari silk blend festive wear womens regular saree - dark pink",4799,2159,55,2022-08-29,9
"16094","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-06-15,9
"16095","structured zari cotton blend festive wear womens regular saree - pink",5700,2280,60,2022-08-05,8
"16096","solid zari silk blend festive wear womens regular saree - blue",5500,2475,55,2022-07-31,9
"16097","solid zari silk blend festive wear womens regular saree - navy",3500,1925,45,2022-06-01,7
"16098","floral zari silk festive wear womens regular saree - blue",3700,2035,45,2022-10-17,8
"16099","geometric zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-06-04,9
"16100","structured zari silk blend festive wear womens regular saree - white",3995,2397,40,2022-11-08,8
"16101","floral zari silk blend festive wear womens regular saree - peach",4775,2387,50,2022-08-14,8
"16102","structured zari silk blend festive wear womens regular saree - yellow",4799,2399,50,2022-08-27,9
"16103","structured zari silk blend festive wear womens regular saree - burgundy",4599,2069,55,2022-10-13,7
"16104","structured zari silk blend festive wear womens regular saree - pink",5700,2565,55,2022-08-20,7
"16105","stripes zari linen festive wear womens regular saree - blue",3475,1911,45,2022-08-02,8
"16106","floral zari linen festive wear womens regular saree - pink",3299,1814,45,2022-07-25,9
"16107","solid zari linen festive wear womens regular saree - green",4500,1800,60,2022-10-02,8
"16108","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-08-27,9
"16109","solid zari linen festive wear womens regular saree - grey",3475,1737,50,2022-09-18,7
"16110","structured zari linen festive wear womens regular saree - green",3675,1837,50,2022-06-27,8
"16111","structured zari cotton blend festive wear womens regular saree - dark pink",5700,2280,60,2022-09-12,9
"16112","structured zari linen festive wear womens regular saree - orange",3675,2021,45,2022-09-24,8
"16113","printed zari silk blend festive wear womens regular saree - orange",3999,1599,60,2022-11-01,7
"16114","printed zari linen festive wear womens regular saree - navy",5500,2475,55,2022-06-19,8
"16115","checks zari linen festive wear womens regular saree - blue",3475,1563,55,2022-08-12,7
"16116","printed zari linen festive wear womens regular saree - cream",5500,2200,60,2022-07-01,9
"16117","structured zari linen festive wear womens regular saree - pink",3675,2021,45,2022-07-06,9
"16118","solid zari crepe festive wear womens regular saree - purple",3000,1500,50,2022-06-03,7
"16119","solid zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-09-11,7
"16120","structured zari silk blend festive wear womens regular saree - grey",4799,2159,55,2022-06-19,7
"16121","geometric zari linen festive wear womens regular saree - white",3475,1911,45,2022-10-11,9
"16122","solid zari silk blend festive wear womens regular saree - mustard",4599,2069,55,2022-08-09,8
"16123","printed zari silk blend festive wear womens regular saree - green",3999,1599,60,2022-07-26,9
"16124","solid zari cotton blend festive wear womens regular saree - mustard",4545,2272,50,2022-06-21,8
"16125","solid zari silk festive wear womens regular saree - peach",6500,3250,50,2022-07-26,7
"16126","stripes zari linen festive wear womens regular saree - blue",3475,1911,45,2022-10-28,7
"16127","floral zari silk blend festive wear womens regular saree - navy",5500,2750,50,2022-08-28,7
"16128","structured zari silk blend festive wear womens regular saree - red",5900,2360,60,2022-10-08,8
"16129","checks zari net festive wear womens regular saree - red",1995,1396,30,2022-09-13,9
"16130","solid zari linen festive wear womens regular saree - cream",3475,1911,45,2022-09-11,8
"16131","structured zari linen festive wear womens regular saree - grey",3675,2021,45,2022-08-10,8
"16132","solid zari silk blend festive wear womens regular saree - black",4599,2069,55,2022-11-07,7
"16133","floral zari linen festive wear womens regular saree - yellow",3299,1814,45,2022-10-17,8
"16134","printed zari linen festive wear womens regular saree - cream",5500,2200,60,2022-09-15,7
"16135","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-08-28,7
"16136","embellished zari linen festive wear womens regular saree - brown",4545,1818,60,2022-09-17,7
"16137","structured zari silk blend festive wear womens regular saree - brown",5500,2200,60,2022-09-14,8
"16138","solid zari silk blend festive wear womens regular saree - multi",4995,2247,55,2022-07-19,8
"16139","geometric zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-10-05,8
"16140","structured zari silk blend festive wear womens regular saree - pista green",5900,2655,55,2022-06-19,9
"16141","solid zari linen festive wear womens regular saree - green",4500,2025,55,2022-06-14,8
"16142","solid zari linen festive wear womens regular saree - pink",5500,2475,55,2022-11-14,7
"16143","floral zari silk blend festive wear womens regular saree - yellow",5700,2565,55,2022-07-17,8
"16144","printed zari silk blend festive wear womens regular saree - pink",3475,1563,55,2022-08-17,8
"16145","floral zari linen festive wear womens regular saree - purple",3475,1911,45,2022-09-19,9
"16146","structured zari linen festive wear womens regular saree - red",3475,1737,50,2022-07-01,7
"16147","structured zari silk festive wear womens regular saree - red",6500,3250,50,2022-06-02,8
"16148","structured zari silk blend festive wear womens regular saree - pink",5500,2475,55,2022-09-15,8
"16149","floral zari linen festive wear womens regular saree - cream",3475,1911,45,2022-06-10,8
"16150","solid zari linen festive wear womens regular saree - blue",3475,1737,50,2022-10-05,8
"16151","structured zari linen festive wear womens regular saree - blue",5500,2200,60,2022-08-27,9
"16152","structured zari cotton blend festive wear womens regular saree - grey",6600,3300,50,2022-07-02,9
"16153","printed zari net festive wear womens regular saree - pink",3475,1563,55,2022-08-28,7
"16154","structured zari silk blend festive wear womens regular saree - red",5900,2655,55,2022-10-19,8
"16155","solid zari silk blend festive wear womens regular saree - coffee",4995,2247,55,2022-09-22,8
"16156","structured zari cotton blend festive wear womens regular saree - black",5700,2280,60,2022-06-26,9
"16157","printed zari linen festive wear womens regular saree - red",5500,2475,55,2022-06-23,7
"16158","floral zari silk festive wear womens regular saree - pink",3500,1925,45,2022-10-21,8
"16159","polka dots zari silk blend festive wear womens regular saree - pista green",5500,2475,55,2022-07-17,9
"16160","solid zari cotton blend festive wear womens regular saree - maroon",4545,2272,50,2022-08-01,9
"16161","floral zari linen festive wear womens regular saree - orange",3475,1911,45,2022-09-21,8
"16162","structured zari cotton blend festive wear womens regular saree - orange",5700,2280,60,2022-06-30,7
"16163","floral zari linen festive wear womens regular saree - white",3475,1911,45,2022-07-12,9
"16164","printed zari silk blend festive wear womens regular saree - blue",3999,1599,60,2022-06-21,7
"16165","solid zari silk blend festive wear womens regular saree - purple",6500,3250,50,2022-06-23,9
"16166","solid zari cotton blend festive wear womens regular saree - pink",4545,2272,50,2022-09-13,9
"16167","structured zari cotton blend festive wear womens regular saree - dark pink",5700,2280,60,2022-08-02,7
"16168","checks zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-06-22,9
"16169","solid zari cotton blend festive wear womens regular saree - white",4545,2272,50,2022-06-10,8
"16170","structured zari cotton blend festive wear womens regular saree - orange",5700,2280,60,2022-07-27,7
"16171","solid zari linen festive wear womens regular saree - white",3475,1737,50,2022-11-07,8
"16172","solid zari silk blend festive wear womens regular saree - navy",3500,1925,45,2022-06-04,7
"16173","floral zari georgette festive wear womens regular saree - yellow",4599,2529,45,2022-09-27,9
"16174","solid zari linen festive wear womens regular saree - grey",3475,1737,50,2022-10-25,7
"16175","solid zari silk blend festive wear womens regular saree - peach",6500,2925,55,2022-08-12,8
"16176","floral zari linen festive wear womens regular saree - white",3299,1814,45,2022-09-15,7
"16177","solid zari cotton blend festive wear womens regular saree - orange",4545,2272,50,2022-10-16,7
"16178","structured zari silk blend festive wear womens regular saree - multi",4775,2387,50,2022-09-22,7
"16179","printed zari silk blend festive wear womens regular saree - orange",3475,1563,55,2022-06-12,8
"16180","structured zari silk blend festive wear womens regular saree - green",5500,2475,55,2022-08-28,8
"16181","solid zari polyester blend festive wear womens regular saree - navy",4500,2250,50,2022-07-21,7
"16182","structured zari silk blend festive wear womens regular saree - red",5700,2565,55,2022-10-07,8
"16183","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-08-02,7
"16184","structured zari silk blend festive wear womens regular saree - red",3995,2397,40,2022-09-05,9
"16185","printed zari linen festive wear womens regular saree - yellow",3475,1563,55,2022-06-19,9
"16186","structured zari silk blend festive wear womens regular saree - navy",3995,2397,40,2022-10-28,8
"16187","structured zari linen festive wear womens regular saree - blue",3675,2021,45,2022-10-12,7
"16188","printed zari silk blend festive wear womens regular saree - peach",3475,1563,55,2022-07-08,9
"16189","solid zari linen festive wear womens regular saree - green",5500,2200,60,2022-11-12,7
"16190","structured zari cotton blend festive wear womens regular saree - orange",5700,2280,60,2022-10-15,9
"16191","structured zari linen festive wear womens regular saree - white",3675,2021,45,2022-09-24,7
"16192","solid zari silk blend festive wear womens regular saree - burgundy",4599,2069,55,2022-09-22,9
"16193","solid zari silk blend festive wear womens regular saree - mustard",4599,2069,55,2022-10-14,7
"16194","solid zari linen festive wear womens regular saree - purple",1995,1396,30,2022-09-08,8
"16195","structured zari silk blend festive wear womens regular saree - purple",4995,2497,50,2022-09-11,9
"16196","printed zari linen festive wear womens regular saree - green",3475,1563,55,2022-11-03,8
"16197","solid zari silk blend festive wear womens regular saree - black",5500,2200,60,2022-10-08,9
"16198","printed zari linen festive wear womens regular saree - turquoise",3475,1737,50,2022-06-27,9
"16199","stripes zari linen festive wear womens regular saree - blue",5500,2200,60,2022-07-21,7
"16200","floral zari linen festive wear womens regular saree - green",3475,1911,45,2022-06-06,7
"16201","solid zari silk blend festive wear womens regular saree - yellow",5500,2200,60,2022-10-28,7
"16202","dyed zari linen festive wear womens regular saree - green",3475,1737,50,2022-08-22,9
"16203","solid zari silk blend festive wear womens regular saree - silver grey",4995,2247,55,2022-09-17,8
"16204","floral zari linen festive wear womens regular saree - white",3475,1911,45,2022-07-14,8
"16205","floral zari linen festive wear womens regular saree - grey",3475,1911,45,2022-09-22,7
"16206","solid zari polyester blend festive wear womens regular saree - pink",2200,1320,40,2022-09-30,9
"16207","floral zari silk festive wear womens regular saree - blue",3700,2035,45,2022-07-05,8
"16208","solid zari polyester blend festive wear womens regular saree - orange",2200,1320,40,2022-10-10,8
"16209","solid zari silk blend festive wear womens regular saree - multi",4995,2247,55,2022-08-25,7
"16210","floral zari linen festive wear womens regular saree - grey",5500,2200,60,2022-08-06,9
"16211","structured zari cotton blend festive wear womens regular saree - pink",5700,2280,60,2022-09-02,7
"16212","solid zari cotton blend festive wear womens regular saree - yellow",4545,2272,50,2022-09-17,7
"16213","embellished zari linen festive wear womens regular saree - grey",4545,1818,60,2022-07-10,9
"16214","embellished zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-11-10,9
"16215","paisley  katan silk traditional women kanjivaram saree - royal blue",7500,1875,75,2022-06-16,7
"16216","solid zari silk blend festive wear womens regular saree - multi",4995,2247,55,2022-11-07,9
"16217","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-06-12,7
"16218","structured zari silk blend festive wear womens regular saree - navy",4799,2159,55,2022-06-19,8
"16219","solid zari silk blend festive wear womens regular saree - pink",3500,1925,45,2022-09-19,8
"16220","printed zari silk blend festive wear womens regular saree - blue",3999,1599,60,2022-11-12,8
"16221","floral zari linen festive wear womens regular saree - blue",3475,1911,45,2022-06-02,9
"16222","structured zari linen festive wear womens regular saree - burgundy",5500,2200,60,2022-07-29,9
"16223","structured zari linen festive wear womens regular saree - blue",3675,2021,45,2022-10-25,9
"16224","checks zari silk blend festive wear womens regular saree - yellow",4799,2159,55,2022-09-11,8
"16225","floral zari linen festive wear womens regular saree - orange",3475,1911,45,2022-06-16,8
"16226","structured zari cotton blend festive wear womens regular saree - pista green",5700,2280,60,2022-10-01,7
"16227","structured zari silk blend festive wear womens regular saree - grey",4599,2069,55,2022-08-17,8
"16228","solid zari cotton blend festive wear womens regular saree - orange",4545,2272,50,2022-07-27,8
"16229","printed zari linen festive wear womens regular saree - black",5500,2200,60,2022-08-28,7
"16230","structured zari cotton blend festive wear womens regular saree - pista green",5700,2280,60,2022-08-25,9
"16231","checks zari silk blend festive wear womens regular saree - black",4799,2159,55,2022-07-07,7
"16232","structured zari silk blend festive wear womens regular saree - dark pink",4799,2159,55,2022-08-02,7
"16233","structured zari linen festive wear womens regular saree - cream",5500,2200,60,2022-08-16,7
"16234","structured zari silk blend festive wear womens regular saree - pink",5700,2565,55,2022-07-16,9
"16235","stripes zari silk festive wear womens regular saree - multi",3700,2035,45,2022-08-14,7
"16236","structured zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-10-20,8
"16237","solid zari silk blend festive wear womens regular saree - navy",5500,2475,55,2022-10-06,7
"16238","structured zari silk blend festive wear womens regular saree - green",4799,2159,55,2022-06-12,7
"16239","geometric zari linen festive wear womens regular saree - brown",3475,1911,45,2022-11-09,7
"16240","stripes zari georgette festive wear womens regular saree - blue",3500,1925,45,2022-07-06,7
"16241","structured zari silk blend festive wear womens regular saree - red",5700,2565,55,2022-08-16,9
"16242","stripes zari linen festive wear womens regular saree - blue",3475,1911,45,2022-09-27,9
"16243","solid zari linen festive wear womens regular saree - pink",4545,2045,55,2022-08-15,9
"16244","floral zari silk festive wear womens regular saree - white",3500,1925,45,2022-09-07,9
"16245","geometric zari silk blend festive wear womens regular saree - peach",4799,2159,55,2022-10-24,9
"16246","stripes zari linen festive wear womens regular saree - orange",5500,2200,60,2022-06-29,9
"16247","solid zari cotton blend festive wear womens regular saree - green",4545,2272,50,2022-07-10,9
"16248","floral zari linen festive wear womens regular saree - white",3299,1814,45,2022-06-02,8
"16249","stripes zari silk festive wear womens regular saree - pink",3500,1925,45,2022-08-19,8
"16250","solid zari cotton blend festive wear womens regular saree - blue",4545,2272,50,2022-08-31,8
"16251","embroidered silk round neck womens ethnic set - blue",5999,2099,65,2022-08-09,7
"16252","stripes zari silk blend festive wear womens regular saree - navy",4799,2159,55,2022-10-07,8
"16253","printed zari linen festive wear womens regular saree - pink",3475,1737,50,2022-07-08,8
"16254","stripes zari georgette festive wear womens regular saree - pink",3429,1543,55,2022-06-11,8
"16255","floral zari linen festive wear womens regular saree - sky blue",3475,1911,45,2022-09-23,9
"16256","floral zari cotton blend festive wear womens regular saree - pink",4747,2136,55,2022-07-29,9
"16257","structured zari linen festive wear womens regular saree - red",3675,2021,45,2022-06-01,7
"16258","solid zari linen festive wear womens regular saree - yellow",4500,2025,55,2022-10-08,9
"16259","floral zari silk festive wear womens regular saree - pink",3700,2035,45,2022-06-11,8
"16260","laheriya katan silk traditional women laheriya  saree - gold",7500,1875,75,2022-09-30,7
"16261","solid zari linen festive wear womens regular saree - white",3475,1737,50,2022-09-24,9
"16262","structured zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-08-12,7
"16263","structured zari silk blend festive wear womens regular saree - gold",4799,2159,55,2022-10-03,9
"16264","structured zari silk blend festive wear womens regular saree - yellow",4799,2159,55,2022-10-12,9
"16265","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-09-20,9
"16266","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-07-02,9
"16267","structured zari linen festive wear womens regular saree - blue",3675,2021,45,2022-08-03,9
"16268","solid zari silk blend festive wear womens regular saree - red",5500,2475,55,2022-09-05,8
"16269","printed zari linen festive wear womens regular saree - steel",3475,1563,55,2022-07-23,8
"16270","solid zari linen festive wear womens regular saree - green",3475,1737,50,2022-10-27,7
"16271","structured zari cotton blend festive wear womens regular saree - natural",6600,3300,50,2022-10-23,9
"16272","structured zari silk blend festive wear womens regular saree - pink",4799,2159,55,2022-11-09,8
"16273","structured zari cotton blend festive wear womens regular saree - dark pink",5700,2280,60,2022-10-08,7
"16274","solid zari linen festive wear womens regular saree - navy",3475,1911,45,2022-07-26,8
"16275","embellished zari silk blend festive wear womens regular saree - black",4599,2069,55,2022-06-24,9
"16276","structured zari cotton blend festive wear womens regular saree - blue",6600,3300,50,2022-06-10,7
"16277","checks zari silk blend festive wear womens regular saree - brown",4799,2399,50,2022-08-24,8
"16278","floral zari silk festive wear womens regular saree - rose",3700,2035,45,2022-09-07,9
"16279","solid zari cotton blend festive wear womens regular saree - sky blue",4545,2272,50,2022-06-15,8
"16280","stripes zari cotton blend festive wear womens regular saree - pink",2199,1319,40,2022-09-17,8
"16281","stripes zari chiffon festive wear womens regular saree - red",5700,3420,40,2022-09-27,9
"16282","solid zari polyester blend festive wear womens regular saree - navy",5500,3025,45,2022-06-16,9
"16283","structured zari silk blend festive wear womens regular saree - turquoise",5500,2475,55,2022-09-28,7
"16284","solid zari silk festive wear womens regular saree - pink",6500,3250,50,2022-08-03,9
"16285","structured zari silk blend festive wear womens regular saree - red",4799,2399,50,2022-06-04,9
"16286","solid zari cotton blend festive wear womens regular saree - blue",4545,2272,50,2022-07-06,8
"16287","structured zari silk blend festive wear womens regular saree - navy",4799,2159,55,2022-10-13,8
"16288","stripes zari chiffon festive wear womens regular saree - red",5700,3420,40,2022-09-13,7
"16289","stripes zari linen festive wear womens regular saree - multi",3675,2021,45,2022-08-31,7
"16290","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-10-20,9
"16291","solid zari linen festive wear womens regular saree - pink",4500,2025,55,2022-09-26,7
"16292","structured zari linen festive wear womens regular saree - white",3675,2021,45,2022-10-11,7
"16293","printed zari silk blend festive wear womens regular saree - yellow",3475,1563,55,2022-11-06,8
"16294","floral zari linen festive wear womens regular saree - peach",5500,2200,60,2022-10-02,8
"16295","solid zari linen festive wear womens regular saree - white",3475,1911,45,2022-06-13,8
"16296","solid zari linen festive wear womens regular saree - blue",4500,1800,60,2022-08-24,7
"16297","printed zari linen festive wear womens regular saree - turquoise",5500,2475,55,2022-10-04,9
"16298","printed zari linen festive wear womens regular saree - orange",5500,2200,60,2022-06-26,7
"16299","stripes zari linen festive wear womens regular saree - blue",3475,1911,45,2022-11-06,9
"16300","solid zari linen festive wear womens regular saree - cream",5500,2475,55,2022-08-11,8
"16301","structured zari linen festive wear womens regular saree - orange",3675,1837,50,2022-09-05,8
"16302","polka dots zari silk blend festive wear womens regular saree - green",3950,2172,45,2022-07-26,9
"16303","floral zari cotton blend festive wear womens regular saree - orange",4747,2136,55,2022-07-18,8
"16304","floral zari linen festive wear womens regular saree - orange",3475,1911,45,2022-06-29,8
"16305","embellished zari silk blend festive wear womens regular saree - purple",4599,2069,55,2022-09-13,8
"16306","structured zari silk blend festive wear womens regular saree - green",5500,2475,55,2022-10-04,7
"16307","solid zari cotton blend festive wear womens regular saree - cream",4545,2045,55,2022-06-10,8
"16308","floral zari silk festive wear womens regular saree - blue",3500,1925,45,2022-08-06,8
"16309","solid zari cotton blend festive wear womens regular saree - cream",4545,2272,50,2022-07-04,8
"16310","solid zari silk blend festive wear womens regular saree - grey",4999,2999,40,2022-08-26,7
"16311","floral zari silk blend festive wear womens regular saree - grey",3995,2397,40,2022-09-16,8
"16312","solid zari linen festive wear womens regular saree - yellow",3475,1911,45,2022-10-05,9
"16313","printed zari cotton blend festive wear womens regular saree - green",3475,1737,50,2022-09-17,9
"16314","solid zari silk blend festive wear womens regular saree - black",1995,1396,30,2022-08-03,9
"16315","geometric zari silk blend festive wear womens regular saree - purple",4799,2159,55,2022-08-04,7
"16316","structured zari silk blend festive wear womens regular saree - green",4799,2399,50,2022-09-24,7
"16317","floral zari cotton blend festive wear womens regular saree - pink",4747,2136,55,2022-09-11,7
"16318","solid zari silk blend festive wear womens regular saree - multi",4995,2247,55,2022-06-12,7
"16319","checks zari linen festive wear womens regular saree - pink",3475,1737,50,2022-06-27,7
"16320","floral zari linen festive wear womens regular saree - blue",3475,1911,45,2022-10-16,7
"16321","structured zari silk blend festive wear womens regular saree - navy",4799,2399,50,2022-11-06,9
"16322","structured zari silk blend festive wear womens regular saree - blue",5900,2360,60,2022-10-31,7
"16323","solid zari silk blend festive wear womens regular saree - mustard",4599,2069,55,2022-06-11,8
"16324","printed zari silk blend festive wear womens regular saree - pink",3999,1599,60,2022-10-12,7
"16325","solid zari polyester blend festive wear womens regular saree - black",4500,2250,50,2022-08-11,8
"16326","embellished zari linen festive wear womens regular saree - blue",4545,1818,60,2022-08-30,9
"16327","cotton womens ethnic palazzos - blue",1699,1104,35,2022-09-17,7
"16328","solid zari silk blend festive wear womens regular saree - navy",6500,2925,55,2022-09-03,9
"16329","structured zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-10-02,8
"16330","stripes zari linen festive wear womens regular saree - blue",5500,2200,60,2022-07-25,9
"16331","stripes zari silk festive wear womens regular saree - multi",3700,2035,45,2022-10-24,8
"16332","solid zari linen festive wear womens regular saree - blue",3475,1911,45,2022-10-13,7
"16333","solid zari polyester blend festive wear womens regular saree - navy",3500,1750,50,2022-11-09,9
"16334","floral zari cotton blend festive wear womens regular saree - orange",4747,2136,55,2022-09-27,7
"16335","floral zari cotton blend festive wear womens regular saree - cream",4747,2136,55,2022-08-11,8
"16336","structured zari silk blend festive wear womens regular saree - red",4799,2159,55,2022-09-17,9
"16337","solid zari silk festive wear womens regular saree - grey",6500,3250,50,2022-10-21,7
"16338","floral zari chiffon festive wear womens regular saree - green",3675,2021,45,2022-09-19,9
"16339","structured zari silk blend festive wear womens regular saree - navy",3995,2397,40,2022-07-05,9
"16340","floral zari georgette festive wear womens regular saree - sky blue",4599,2529,45,2022-08-11,9
"16341","structured zari cotton blend festive wear womens regular saree - cream",5700,2280,60,2022-07-24,9
"16342","round neck womens kurta - charcoal",1999,899,55,2022-08-18,9
"16343","structured zari silk blend festive wear womens regular saree - red",5500,2475,55,2022-10-17,7
"16344","structured zari silk blend festive wear womens regular saree - green",4799,2159,55,2022-10-23,9
"16345","structured zari silk blend festive wear womens regular saree - navy",5900,2360,60,2022-06-08,8
"16346","printed zari linen festive wear womens regular saree - burgundy",5500,2475,55,2022-08-05,7
"16347","structured zari cotton blend festive wear womens regular saree - pink",5700,2280,60,2022-11-11,8
"16348","solid zari silk blend festive wear womens regular saree - black",4995,2247,55,2022-09-12,7
"16349","floral zari cotton blend festive wear womens regular saree - white",4747,2136,55,2022-06-12,7
